order_id,customer_age,region,membership,channel,category,price,quantity,amount,grade_apply,grade_vec,membership_score,age_next_year_apply,age_next_year_vec,region_clean,membership_clean,channel_clean,membership_ord,ch_app,ch_web,ch_app.1,ch_web.1,quantity_mm,quantity_robust,amount_log
O00951,53.0,경기,basic,web,뷰티,89900.0,1,89900.0,mid,mid,1.0,54.0,54.0,경기,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01354,33.0,부산,vip,APP,식품,89900.0,1,89900.0,mid,mid,4.0,34.0,34.0,부산,vip,app,4,1,0,1,0,0.0,0.0,11.40646434386837
O00403,20.0,경기,gold,APP,가전,89900.0,1,89900.0,mid,mid,3.0,21.0,21.0,경기,gold,app,3,1,0,1,0,0.0,0.0,11.40646434386837
O00947,28.0,서울,basic,app,가전,89900.0,1,89900.0,mid,mid,1.0,29.0,29.0,서울,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00590,36.0,서울,basic,web,가전,89900.0,1,89900.0,mid,mid,1.0,37.0,37.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01017,33.0,서울,basic,app,가전,89900.0,1,89900.0,mid,mid,1.0,34.0,34.0,서울,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00736,32.0,인천,silver,web,패션,89900.0,1,89900.0,mid,mid,2.0,33.0,33.0,인천,silver,web,2,0,1,0,1,0.0,0.0,11.40646434386837
O00997,22.0,대구,silver,web,식품,89900.0,1,89900.0,mid,mid,2.0,23.0,23.0,대구,silver,web,2,0,1,0,1,0.0,0.0,11.40646434386837
O01420,46.0,대구,basic,web,패션,89900.0,1,89900.0,mid,mid,1.0,47.0,47.0,대구,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00277,34.0,부산,silver,app,가전,89900.0,1,89900.0,mid,mid,2.0,35.0,35.0,부산,silver,app,2,1,0,1,0,0.0,0.0,11.40646434386837
O00276,31.0,경기,basic,app,식품,89900.0,1,89900.0,mid,mid,1.0,32.0,32.0,경기,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O01457,39.0,부산,silver,app,도서,89900.0,1,89900.0,mid,mid,2.0,40.0,40.0,부산,silver,app,2,1,0,1,0,0.0,0.0,11.40646434386837
O00599,55.0,서울,gold,web,가전,89900.0,1,89900.0,mid,mid,3.0,56.0,56.0,서울,gold,web,3,0,1,0,1,0.0,0.0,11.40646434386837
O00950,24.0,경기,basic,web,패션,89900.0,1,89900.0,mid,mid,1.0,25.0,25.0,경기,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00907,41.0,인천,basic,app,패션,89900.0,1,89900.0,mid,mid,1.0,42.0,42.0,인천,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00253,47.0,인천,basic,app,뷰티,89900.0,1,89900.0,mid,mid,1.0,48.0,48.0,인천,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O01129,46.0,서울,basic,web,식품,89900.0,1,89900.0,mid,mid,1.0,47.0,47.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01306,36.0,인천,vip,web,도서,89900.0,1,89900.0,mid,mid,4.0,37.0,37.0,인천,vip,web,4,0,1,0,1,0.0,0.0,11.40646434386837
O00673,53.0,서울,basic,app,도서,89900.0,1,89900.0,mid,mid,1.0,54.0,54.0,서울,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O01470,42.0,부산,basic,app,패션,89900.0,1,89900.0,mid,mid,1.0,43.0,43.0,부산,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00928,28.0,경기,vip,app,도서,89900.0,1,89900.0,mid,mid,4.0,29.0,29.0,경기,vip,app,4,1,0,1,0,0.0,0.0,11.40646434386837
O00091,21.0,서울,silver,web,도서,89900.0,1,89900.0,mid,mid,2.0,22.0,22.0,서울,silver,web,2,0,1,0,1,0.0,0.0,11.40646434386837
O00263,46.0,서울,basic,web,패션,89900.0,1,89900.0,mid,mid,1.0,47.0,47.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00681,29.0,인천,basic,app,식품,89900.0,1,89900.0,mid,mid,1.0,30.0,30.0,인천,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00930,26.0,서울,gold,web,가전,89900.0,1,89900.0,mid,mid,3.0,27.0,27.0,서울,gold,web,3,0,1,0,1,0.0,0.0,11.40646434386837
O01498,50.0,경기,basic,web,가전,89900.0,1,89900.0,mid,mid,1.0,51.0,51.0,경기,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00768,31.0,인천,silver,web,식품,89900.0,1,89900.0,mid,mid,2.0,32.0,32.0,인천,silver,web,2,0,1,0,1,0.0,0.0,11.40646434386837
O01009,42.0,서울,gold,app,가전,89900.0,1,89900.0,mid,mid,3.0,43.0,43.0,서울,gold,app,3,1,0,1,0,0.0,0.0,11.40646434386837
O00306,43.0,대구,gold,web,패션,89900.0,1,89900.0,mid,mid,3.0,44.0,44.0,대구,gold,web,3,0,1,0,1,0.0,0.0,11.40646434386837
O00082,40.0,경기,basic,app,도서,89900.0,1,89900.0,mid,mid,1.0,41.0,41.0,경기,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00647,21.0,경기,basic,web,뷰티,89900.0,1,89900.0,mid,mid,1.0,22.0,22.0,경기,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00709,47.0,서울,basic,web,뷰티,89900.0,1,89900.0,mid,mid,1.0,48.0,48.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01072,50.0,서울,vip,app,도서,89900.0,1,89900.0,mid,mid,4.0,51.0,51.0,서울,vip,app,4,1,0,1,0,0.0,0.0,11.40646434386837
O00315,31.0,인천,basic,web,뷰티,89900.0,1,89900.0,mid,mid,1.0,32.0,32.0,인천,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00148,32.0,경기,gold,app,뷰티,89900.0,1,89900.0,mid,mid,3.0,33.0,33.0,경기,gold,app,3,1,0,1,0,0.0,0.0,11.40646434386837
O01403,42.0,서울,basic,web,도서,89900.0,1,89900.0,mid,mid,1.0,43.0,43.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01325,42.0,대구,basic,app,식품,89900.0,1,89900.0,mid,mid,1.0,43.0,43.0,대구,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00362,40.0,경기,silver,web,가전,89900.0,1,89900.0,mid,mid,2.0,41.0,41.0,경기,silver,web,2,0,1,0,1,0.0,0.0,11.40646434386837
O00820,33.0,서울,basic,web,가전,89900.0,1,89900.0,mid,mid,1.0,34.0,34.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00584,27.0,서울,vip,app,패션,89900.0,1,89900.0,mid,mid,4.0,28.0,28.0,서울,vip,app,4,1,0,1,0,0.0,0.0,11.40646434386837
O01200,36.0,서울,gold,app,도서,89900.0,1,89900.0,mid,mid,3.0,37.0,37.0,서울,gold,app,3,1,0,1,0,0.0,0.0,11.40646434386837
O00044,27.0,대구,basic,web,식품,89900.0,1,89900.0,mid,mid,1.0,28.0,28.0,대구,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01033,26.0,서울,basic,web,식품,89900.0,1,89900.0,mid,mid,1.0,27.0,27.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00352,23.0,인천,gold,web,뷰티,89900.0,1,89900.0,mid,mid,3.0,24.0,24.0,인천,gold,web,3,0,1,0,1,0.0,0.0,11.40646434386837
O01315,26.0,경기,silver,APP,식품,89900.0,1,89900.0,mid,mid,2.0,27.0,27.0,경기,silver,app,2,1,0,1,0,0.0,0.0,11.40646434386837
O01091,40.0,대구,gold,app,식품,89900.0,1,89900.0,mid,mid,3.0,41.0,41.0,대구,gold,app,3,1,0,1,0,0.0,0.0,11.40646434386837
O00192,36.0,인천,silver,app ,가전,89900.0,1,89900.0,mid,mid,2.0,37.0,37.0,인천,silver,app,2,1,0,1,0,0.0,0.0,11.40646434386837
O01092,36.0,경기,gold,web,패션,89900.0,1,89900.0,mid,mid,3.0,37.0,37.0,경기,gold,web,3,0,1,0,1,0.0,0.0,11.40646434386837
O00542,40.0,경기,silver,app,패션,89900.0,1,89900.0,mid,mid,2.0,41.0,41.0,경기,silver,app,2,1,0,1,0,0.0,0.0,11.40646434386837
O00539,36.0,경기,basic,app,식품,89900.0,1,89900.0,mid,mid,1.0,37.0,37.0,경기,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O01122,21.0,대구,gold,app,가전,89900.0,1,89900.0,mid,mid,3.0,22.0,22.0,대구,gold,app,3,1,0,1,0,0.0,0.0,11.40646434386837
O00877,44.0,부산,basic,web,가전,89900.0,1,89900.0,mid,mid,1.0,45.0,45.0,부산,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00233,36.0,경기,silver,web,패션,89900.0,1,89900.0,mid,mid,2.0,37.0,37.0,경기,silver,web,2,0,1,0,1,0.0,0.0,11.40646434386837
O00046,41.0,부산,basic,app,뷰티,89900.0,1,89900.0,mid,mid,1.0,42.0,42.0,부산,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00519,41.0,대구,basic,web,패션,89900.0,1,89900.0,mid,mid,1.0,42.0,42.0,대구,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00489,27.0,대구,basic,web,가전,89900.0,1,89900.0,mid,mid,1.0,28.0,28.0,대구,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00010,25.0,부산,gold,web,패션,89900.0,1,89900.0,mid,mid,3.0,26.0,26.0,부산,gold,web,3,0,1,0,1,0.0,0.0,11.40646434386837
O00107,46.0,경기,basic,app,가전,89900.0,1,89900.0,mid,mid,1.0,47.0,47.0,경기,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00565,39.0,서울,basic,web,뷰티,89900.0,1,89900.0,mid,mid,1.0,40.0,40.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01075,27.0,대구,basic,app,도서,89900.0,1,89900.0,mid,mid,1.0,28.0,28.0,대구,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00477,40.0,서울,basic,APP,식품,89900.0,1,89900.0,mid,mid,1.0,41.0,41.0,서울,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O01212,49.0,경기,silver,app,가전,89900.0,1,89900.0,mid,mid,2.0,50.0,50.0,경기,silver,app,2,1,0,1,0,0.0,0.0,11.40646434386837
O01060,15.0,경기,silver,APP,패션,89900.0,1,89900.0,mid,mid,2.0,16.0,16.0,경기,silver,app,2,1,0,1,0,0.0,0.0,11.40646434386837
O01362,36.0,서울,basic,app,뷰티,89900.0,1,89900.0,mid,mid,1.0,37.0,37.0,서울,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O00968,27.0,서울,basic,web,식품,89900.0,1,89900.0,mid,mid,1.0,28.0,28.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O01319,42.0,서울,basic,web,식품,89900.0,1,89900.0,mid,mid,1.0,43.0,43.0,서울,basic,web,1,0,1,0,1,0.0,0.0,11.40646434386837
O00812,32.0,인천,gold,web,도서,89900.0,1,89900.0,mid,mid,3.0,33.0,33.0,인천,gold,web,3,0,1,0,1,0.0,0.0,11.40646434386837
O00363,55.0,경기,basic,app,뷰티,89900.0,1,89900.0,mid,mid,1.0,56.0,56.0,경기,basic,app,1,1,0,1,0,0.0,0.0,11.40646434386837
O01004,26.0,부산,vip,web,도서,29900.0,3,89700.0,mid,mid,4.0,27.0,27.0,부산,vip,web,4,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00296,39.0,경기,basic,web,패션,29900.0,3,89700.0,mid,mid,1.0,40.0,40.0,경기,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00121,42.0,인천,basic,web,도서,29900.0,3,89700.0,mid,mid,1.0,43.0,43.0,인천,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00669,24.0,서울,silver,web,가전,29900.0,3,89700.0,mid,mid,2.0,25.0,25.0,서울,silver,web,2,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O01085,34.0,대구,silver,web,패션,29900.0,3,89700.0,mid,mid,2.0,35.0,35.0,대구,silver,web,2,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00569,39.0,대구,basic,app,패션,29900.0,3,89700.0,mid,mid,1.0,40.0,40.0,대구,basic,app,1,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00454,27.0,대구,silver,web,식품,29900.0,3,89700.0,mid,mid,2.0,28.0,28.0,대구,silver,web,2,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O01255,51.0,부산,vip,web,도서,29900.0,3,89700.0,mid,mid,4.0,52.0,52.0,부산,vip,web,4,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00130,26.0,경기,basic,app,가전,29900.0,3,89700.0,mid,mid,1.0,27.0,27.0,경기,basic,app,1,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00624,32.0,경기,basic,app,식품,29900.0,3,89700.0,mid,mid,1.0,33.0,33.0,경기,basic,app,1,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O01460,36.0,부산,gold,app,뷰티,29900.0,3,89700.0,mid,mid,3.0,37.0,37.0,부산,gold,app,3,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00098,35.0,경기,basic,web,가전,29900.0,3,89700.0,mid,mid,1.0,36.0,36.0,경기,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O01136,39.0,서울,silver,web,가전,29900.0,3,89700.0,mid,mid,2.0,40.0,40.0,서울,silver,web,2,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00622,18.0,서울,silver,web,식품,29900.0,3,89700.0,mid,mid,2.0,19.0,19.0,서울,silver,web,2,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00554,29.0,경기,vip,app,도서,29900.0,3,89700.0,mid,mid,4.0,30.0,30.0,경기,vip,app,4,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00304,36.0,경기,basic,web,뷰티,29900.0,3,89700.0,mid,mid,1.0,37.0,37.0,경기,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O01336,27.0,부산,vip,web,패션,29900.0,3,89700.0,mid,mid,4.0,28.0,28.0,부산,vip,web,4,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00451,27.0,부산,basic,web,패션,29900.0,3,89700.0,mid,mid,1.0,28.0,28.0,부산,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O01118,31.0,인천,basic,web,식품,29900.0,3,89700.0,mid,mid,1.0,32.0,32.0,인천,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00688,18.0,서울,gold,web,가전,29900.0,3,89700.0,mid,mid,3.0,19.0,19.0,서울,gold,web,3,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00295,48.0,서울,basic,APP,뷰티,29900.0,3,89700.0,mid,mid,1.0,49.0,49.0,서울,basic,app,1,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O01418,28.0,서울,gold,web,도서,29900.0,3,89700.0,mid,mid,3.0,29.0,29.0,서울,gold,web,3,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O01496,45.0,부산,gold,app,뷰티,29900.0,3,89700.0,mid,mid,3.0,46.0,46.0,부산,gold,app,3,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00794,35.0,경기,silver,app,도서,29900.0,3,89700.0,mid,mid,2.0,36.0,36.0,경기,silver,app,2,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O01357,40.0,대구,basic,web,식품,29900.0,3,89700.0,mid,mid,1.0,41.0,41.0,대구,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00905,36.0,경기,silver,app,패션,29900.0,3,89700.0,mid,mid,2.0,37.0,37.0,경기,silver,app,2,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00740,26.0,서울,basic,app,패션,29900.0,3,89700.0,mid,mid,1.0,27.0,27.0,서울,basic,app,1,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00842,37.0,부산,basic,web,도서,29900.0,3,89700.0,mid,mid,1.0,38.0,38.0,부산,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O01371,41.0,대구,gold,web,가전,29900.0,3,89700.0,mid,mid,3.0,42.0,42.0,대구,gold,web,3,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00843,32.0,서울,basic,web,패션,29900.0,3,89700.0,mid,mid,1.0,33.0,33.0,서울,basic,web,1,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00045,25.0,서울,vip,app,패션,29900.0,3,89700.0,mid,mid,4.0,26.0,26.0,서울,vip,app,4,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O01474,19.0,경기,silver,web,도서,29900.0,3,89700.0,mid,mid,2.0,20.0,20.0,경기,silver,web,2,0,1,0,1,0.0253164556962025,2.0,11.404237196256764
O00776,50.0,서울,silver,app ,뷰티,29900.0,3,89700.0,mid,mid,2.0,51.0,51.0,서울,silver,app,2,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00080,36.0,서울,silver,app ,뷰티,29900.0,3,89700.0,mid,mid,2.0,37.0,37.0,서울,silver,app,2,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00312,31.0,서울,gold,app,뷰티,29900.0,3,89700.0,mid,mid,3.0,32.0,32.0,서울,gold,app,3,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O01378,43.0,경기,basic,app,도서,29900.0,3,89700.0,mid,mid,1.0,44.0,44.0,경기,basic,app,1,1,0,1,0,0.0253164556962025,2.0,11.404237196256764
O00536,30.0,대구,basic,web,뷰티,29900.0,2,59800.0,mid,mid,1.0,31.0,31.0,대구,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00559,29.0,부산,silver,web,뷰티,29900.0,2,59800.0,mid,mid,2.0,30.0,30.0,부산,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00867,34.0,서울,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,35.0,35.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01081,28.0,부산,basic,app,식품,29900.0,2,59800.0,mid,mid,1.0,29.0,29.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00573,44.0,서울,basic,app,가전,29900.0,2,59800.0,mid,mid,1.0,45.0,45.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01076,34.0,경기,silver,app,가전,29900.0,2,59800.0,mid,mid,2.0,35.0,35.0,경기,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01061,34.0,인천,gold,web,식품,29900.0,2,59800.0,mid,mid,3.0,35.0,35.0,인천,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00205,41.0,경기,basic,app,식품,29900.0,2,59800.0,mid,mid,1.0,42.0,42.0,경기,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00894,25.0,서울,basic,web,도서,29900.0,2,59800.0,mid,mid,1.0,26.0,26.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00043,19.0,서울,silver,web,뷰티,29900.0,2,59800.0,mid,mid,2.0,20.0,20.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00029,37.0,경기,gold,app,도서,29900.0,2,59800.0,mid,mid,3.0,38.0,38.0,경기,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01141,38.0,인천,basic,web,뷰티,29900.0,2,59800.0,mid,mid,1.0,39.0,39.0,인천,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01055,32.0,대구,basic,app,뷰티,29900.0,2,59800.0,mid,mid,1.0,33.0,33.0,대구,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00890,34.0,서울,silver,web,패션,29900.0,2,59800.0,mid,mid,2.0,35.0,35.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00850,32.0,경기,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,33.0,33.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00227,31.0,대구,silver,web,가전,29900.0,2,59800.0,mid,mid,2.0,32.0,32.0,대구,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00883,34.0,서울,vip,APP,식품,29900.0,2,59800.0,mid,mid,4.0,35.0,35.0,서울,vip,app,4,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01098,40.0,서울,basic,web,도서,29900.0,2,59800.0,mid,mid,1.0,41.0,41.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00189,33.0,경기,silver,app,식품,29900.0,2,59800.0,mid,mid,2.0,34.0,34.0,경기,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01291,21.0,서울,silver,app,도서,29900.0,2,59800.0,mid,mid,2.0,22.0,22.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01046,25.0,경기,basic,web,도서,29900.0,2,59800.0,mid,mid,1.0,26.0,26.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00185,28.0,서울,basic,app,식품,29900.0,2,59800.0,mid,mid,1.0,29.0,29.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00203,41.0,서울,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,42.0,42.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00983,33.0,서울,vip,web,도서,29900.0,2,59800.0,mid,mid,4.0,34.0,34.0,서울,vip,web,4,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00546,52.0,서울,silver,web,식품,29900.0,2,59800.0,mid,mid,2.0,53.0,53.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00672,37.0,인천,basic,web,뷰티,29900.0,2,59800.0,mid,mid,1.0,38.0,38.0,인천,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00786,36.0,대구,basic,web,뷰티,29900.0,2,59800.0,mid,mid,1.0,37.0,37.0,대구,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01242,29.0,부산,basic,web,도서,29900.0,2,59800.0,mid,mid,1.0,30.0,30.0,부산,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00725,31.0,경기,basic,web,패션,29900.0,2,59800.0,mid,mid,1.0,32.0,32.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00946,49.0,서울,basic,web,가전,29900.0,2,59800.0,mid,mid,1.0,50.0,50.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01107,17.0,서울,basic,APP,패션,29900.0,2,59800.0,mid,mid,1.0,18.0,18.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00632,42.0,인천,basic,web,패션,29900.0,2,59800.0,mid,mid,1.0,43.0,43.0,인천,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00938,43.0,대구,basic,web,가전,29900.0,2,59800.0,mid,mid,1.0,44.0,44.0,대구,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00259,34.0,경기,basic,web,가전,29900.0,2,59800.0,mid,mid,1.0,35.0,35.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01168,23.0,경기,silver,web,뷰티,29900.0,2,59800.0,mid,mid,2.0,24.0,24.0,경기,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00770,43.0,인천,silver,web,식품,29900.0,2,59800.0,mid,mid,2.0,44.0,44.0,인천,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00655,46.0,경기,basic,web,패션,29900.0,2,59800.0,mid,mid,1.0,47.0,47.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00690,17.0,서울,silver,web,뷰티,29900.0,2,59800.0,mid,mid,2.0,18.0,18.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00922,35.0,경기,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,36.0,36.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00661,27.0,서울,silver,app,뷰티,29900.0,2,59800.0,mid,mid,2.0,28.0,28.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00040,46.0,경기,silver,app,식품,29900.0,2,59800.0,mid,mid,2.0,47.0,47.0,경기,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00086,31.0,서울,basic,app,뷰티,29900.0,2,59800.0,mid,mid,1.0,32.0,32.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01233,37.0,서울,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,38.0,38.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00626,39.0,서울,silver,web,식품,29900.0,2,59800.0,mid,mid,2.0,40.0,40.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00733,30.0,부산,vip,web,패션,29900.0,2,59800.0,mid,mid,4.0,31.0,31.0,부산,vip,web,4,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01407,28.0,인천,vip,app ,가전,29900.0,2,59800.0,mid,mid,4.0,29.0,29.0,인천,vip,app,4,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00739,32.0,경기,basic,app,뷰티,29900.0,2,59800.0,mid,mid,1.0,33.0,33.0,경기,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01228,24.0,서울,basic,app,식품,29900.0,2,59800.0,mid,mid,1.0,25.0,25.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O00911,36.0,경기,silver,web,뷰티,29900.0,2,59800.0,mid,mid,2.0,37.0,37.0,경기,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01399,33.0,경기,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,34.0,34.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00748,41.0,경기,gold,web,뷰티,29900.0,2,59800.0,mid,mid,3.0,42.0,42.0,경기,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00908,48.0,서울,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,49.0,49.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00074,37.0,인천,gold,web,패션,29900.0,2,59800.0,mid,mid,3.0,38.0,38.0,인천,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O00176,20.0,서울,basic,web,식품,29900.0,2,59800.0,mid,mid,1.0,21.0,21.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.998777662206932
O01479,23.0,부산,silver,app,식품,29900.0,2,59800.0,mid,mid,2.0,24.0,24.0,부산,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
O01222,47.0,서울,gold,app,패션,29900.0,2,59800.0,mid,mid,3.0,48.0,48.0,서울,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.998777662206932
